rank,wordform,count,per_million
2777,аҭахым,238,36.2
2778,илбон,238,36.2
2779,шьааб,238,36.2
2780,аресторан,238,36.2
2781,рацәала,238,36.2
2782,иҭәын,238,36.2
2783,егьыс,238,36.2
2784,ашьра,238,36.2
2785,нара,238,36.2
2786,уаҟагьы,237,36.1
2787,асулҭан,237,36.1
2788,ҟарҵон,237,36.1
2789,шьны,237,36.1
2790,даатәеит,237,36.1
2791,иԥхьаӡон,237,36.1
2792,асҟатәи,237,36.1
2793,арӡынба,237,36.1
2794,дзықәшәаз,237,36.1
2795,иаԥсоу,237,36.1
2796,агрба,237,36.1
2797,уаанӡагьы,236,35.9
2798,ыҟами,236,35.9
2799,рыхьӡқәа,236,35.9
2800,исҭахын,236,35.9
2801,ахәаша,236,35.9
2802,ԥҳәысс,236,35.9
2803,бца,236,35.9
2804,еиԥшны,236,35.9
2805,ԥыхьа,236,35.9
2806,рыҩнқәа,236,35.9
2807,убырҭ,236,35.9
2808,иадамзаргьы,236,35.9
2809,никәала,236,35.9
2810,ливук,236,35.9
2811,кыҷа,235,35.8
2812,ҳаԥсҭазаара,235,35.8
2813,аплан,235,35.8
2814,иаахҵәаны,235,35.8
2815,дахьцоз,235,35.8
2816,амацара,235,35.8
2817,амашәыр,235,35.8
2818,ашҭаҿ,235,35.8
2819,атанк,235,35.8
2820,милаҭ,235,35.8
2821,еиликаарц,235,35.8
2822,шҭаз,235,35.8
2823,сахьгылаз,234,35.6
2824,зафас,234,35.6
2825,нҵәеит,234,35.6
2826,аӷбақәа,234,35.6
2827,баны,234,35.6
2828,убыс,234,35.6
2829,машьына,234,35.6
2830,рызегьы,234,35.6
2831,шәареи,234,35.6
2832,азыҳәа,234,35.6
2833,аԥсҭа,234,35.6
2834,иура,234,35.6
2835,угәра,233,35.5
2836,ахықәан,233,35.5
2837,шьыжьымҭан,233,35.5
2838,ҷлоу,233,35.5
2839,иаҳԥылоит,233,35.5
2840,зыбжьы,233,35.5
2841,мариоуп,233,35.5
2842,игәеиҭеит,233,35.5
2843,абасҵәҟьа,233,35.5
2844,имаҷымкәа,233,35.5
2845,аҭакԥхықәра,233,35.5
2846,ибомызт,233,35.5
2847,москваҟа,233,35.5
2848,аҭӡы,233,35.5
2849,леиуеит,233,35.5
2850,елисо,233,35.5
2851,ҭенгиз,233,35.5
2852,мсым,233,35.5
2853,иҟарҵо,232,35.3
2854,ақәҵара,232,35.3
2855,ирҭаху,232,35.3
2856,рызхара,232,35.3
2857,иудыруеи,232,35.3
2858,дҩахан,232,35.3
2859,рымаҵ,232,35.3
2860,ахәышҭаара,232,35.3
2861,сасра,232,35.3
2862,рыҽқәа,232,35.3
2863,умбаӡои,232,35.3
2864,харантәи,232,35.3
2865,уцәа,232,35.3
2866,лшьапы,232,35.3
2867,убасҟатәи,232,35.3
2868,иоуит,232,35.3
2869,ҳаӷа,232,35.3
2870,иахьазы,231,35.2
2871,ҟасҵоит,231,35.2
2872,еиқәҵаны,231,35.2
2873,сахьцо,231,35.2
2874,дуун,231,35.2
2875,соума,231,35.2
2876,аҽаӡәы,231,35.2
2877,ашыла,231,35.2
2878,иаҵкыс,231,35.2
2879,ҳахь,231,35.2
2880,еҵәак,231,35.2
2881,аколнхацәа,231,35.2
2882,ижәла,231,35.2
2883,ула,231,35.2
2884,ачба,231,35.2
2885,харзаман,231,35.2
2886,лҳәит,231,35.2
2887,уаа-ҳа,231,35.2
2888,сшьа,230,35.0
2889,амуит,230,35.0
2890,аџьыка,230,35.0
2891,ныҟәара,230,35.0
2892,ԥшааны,230,35.0
2893,ареспублика,230,35.0
2894,наганы,230,35.0
2895,даахынҳәит,230,35.0
2896,игор,230,35.0
2897,иқәра,230,35.0
2898,ҩажәи,229,34.9
2899,имаӡамызт,229,34.9
2900,ируакуп,229,34.9
2901,бааԥсык,229,34.9
2902,ҳҩыџьагьы,229,34.9
2903,адәаҿы,229,34.9
2904,ҩышықәса,229,34.9
2905,уаангыл,229,34.9
2906,ҳнеит,229,34.9
2907,дааԥшит,229,34.9
2908,инаҵшьны,229,34.9
2909,зураб,229,34.9
2910,аусуцәа,228,34.7
2911,уҷкәын,228,34.7
2912,шәхаҵкы,228,34.7
2913,збом,228,34.7
2914,жәҩани,228,34.7
2915,абжьарак,228,34.7
2916,абӷьыцқәа,228,34.7
2917,рашҭа,228,34.7
2918,изеилкаауамызт,228,34.7
2919,ихатә,228,34.7
2920,шьмаф,228,34.7
2921,ардашьыл,228,34.7
2922,убама,227,34.6
2923,баб,227,34.6
2924,сакәым,227,34.6
2925,атрубка,227,34.6
2926,абираҟ,227,34.6
2927,лылаӷырӡқәа,227,34.6
2928,ҳаицәажәап,227,34.6
2929,бзанҵы,227,34.6
2930,схаҵа,227,34.6
2931,ашәаԥшь,227,34.6
2932,ҭыхны,227,34.6
2933,ахьӡ-аԥша,227,34.6
2934,аламҭалаз,227,34.6
2935,иарӷьа,227,34.6
2936,еиманы,227,34.6
2937,адгьыли,227,34.6
2938,араиком,227,34.6
2939,сашәа,226,34.4
2940,дагеит,226,34.4
2941,иаадыруеит,226,34.4
2942,аԥхьаҩцәа,226,34.4
2943,реизара,226,34.4
2944,ԥсыхәак,226,34.4
2945,афымца,226,34.4
2946,дуны,226,34.4
2947,саамҭа,226,34.4
2948,сакәын,226,34.4
2949,унеи,226,34.4
2950,нагӡаны,226,34.4
2951,аибашьраан,226,34.4
2952,еиқәаҵәақәа,226,34.4
2953,сышьҭахь,225,34.3
2954,аублаа,225,34.3
2955,ицны,225,34.3
2956,ргеит,225,34.3
2957,ицыз,225,34.3
2958,ҵаны,225,34.3
2959,асасааирҭа,225,34.3
2960,ахәлара,225,34.3
2961,хадас,225,34.3
2962,ӷәӷәаны,225,34.3
2963,ахәхәаҳәа,225,34.3
2964,сафарбеи,225,34.3
2965,илаба,225,34.3
2966,аиҿкаара,225,34.3
2967,аӡбара,225,34.3
2968,даалаган,225,34.3
2969,ныҵакны,225,34.3
2970,аҟамчы,224,34.1
2971,сцар,224,34.1
2972,гәҩарас,224,34.1
2973,салам,224,34.1
2974,заурҟан,224,34.1
2975,агәахьы,224,34.1
2976,иаанагон,224,34.1
2977,ҳабжьара,224,34.1
2978,сшыҟаз,224,34.1
2979,ҽакы,224,34.1
2980,снапала,224,34.1
2981,аҟазаара,224,34.1
2982,сыԥҳәыс,224,34.1
2983,краамҭа,224,34.1
2984,хәымга,224,34.1
2985,ихаҿсахьа,224,34.1
2986,ахьтәаз,224,34.1
2987,қсас,223,34.0
2988,акәӡамызт,223,34.0
2989,дула,223,34.0
2990,уаҳәшьа,223,34.0
2991,қыҭа,223,34.0
2992,ирбон,223,34.0
2993,аҳәызба,223,34.0
2994,ихазы,223,34.0
2995,алаҳәа,223,34.0
2996,леонид,223,34.0
2997,иԥшуп,223,34.0
2998,рҳәо,223,34.0
2999,ииарҭа,223,34.0
3000,аԥсҭҳәақәа,223,34.0
3001,илдыруан,223,34.0
3002,иацу,223,34.0
3003,иҳәо,223,34.0
3004,пицунда,223,34.0
3005,леиҳәеит,223,34.0
3006,асмаҭ,223,34.0
3007,ԥсҭазаарак,222,33.8
3008,автомат,222,33.8
3009,жәытә,222,33.8
3010,змаӡам,222,33.8
3011,хәыҷи,222,33.8
3012,иҟьаҟьаӡа,222,33.8
3013,наҟ-наҟ,222,33.8
3014,иԥшуан,222,33.8
3015,миша,222,33.8
3016,амӡырха,222,33.8
3017,ҳалагеит,222,33.8
3018,есышықәса,222,33.8
3019,даагылт,222,33.8
3020,иабон,222,33.8
3021,раҳәшьа,222,33.8
3022,исаҳауеит,222,33.8
3023,дықәуп,221,33.7
3024,хьыкәыр,221,33.7
3025,исаҳаз,221,33.7
3026,анызба,221,33.7
3027,ҟалаанӡа,221,33.7
3028,адгьылгьы,221,33.7
3029,инҭалеит,221,33.7
3030,инеиз,221,33.7
3031,азеиԥш,221,33.7
3032,сааигәа,221,33.7
3033,алитературатә,221,33.7
3034,ззымдыруа,220,33.5
3035,иаанагеит,220,33.5
3036,ҭынчран,220,33.5
3037,асаара,220,33.5
3038,хәыцра,220,33.5
3039,иалахәыз,220,33.5
3040,ахәцәа,220,33.5
3041,дыкны,220,33.5
3042,сыҷкәынцәа,220,33.5
3043,мшыбзиа,220,33.5
3044,маҷӡам,220,33.5
3045,сдунеи,220,33.5
3046,ишаҿыз,219,33.3
3047,минуҭқәак,219,33.3
3048,иҵегьгьы,219,33.3
3049,схы-сгәы,219,33.3
3050,злам,219,33.3
3051,дара-дара,219,33.3
3052,арҿиара,219,33.3
3053,саҭамыз,219,33.3
3054,быда,219,33.3
3055,иахьанӡагьы,219,33.3
3056,иаҭахым,219,33.3
3057,ирбо,219,33.3
3058,ицәажәоз,219,33.3
3059,риҵа,219,33.3
3060,закан,219,33.3
3061,лбеит,218,33.2
3062,сыгәгьы,218,33.2
3063,анаара,218,33.2
3064,адәныҟа,218,33.2
3065,заҟантә,218,33.2
3066,абду,218,33.2
3067,лыхәда,218,33.2
3068,дазхәыцуан,218,33.2
3069,рахьынтә,218,33.2
3070,ллымҳа,218,33.2
3071,ауаҭах,218,33.2
3072,иубо,218,33.2
3073,ихымҩаԥгашьа,218,33.2
3074,хықәкыс,218,33.2
3075,еилкаан,218,33.2
3076,рауф,218,33.2
3077,даниба,217,33.0
3078,ишәарҭоуп,217,33.0
3079,иалагон,217,33.0
3080,рызынтәык,217,33.0
3081,уасҳәоит,217,33.0
3082,дақәымшәо,217,33.0
3083,аҭырқәцәа,217,33.0
3084,имамкәа,217,33.0
3085,ирҭахыз,217,33.0
3086,ҳар,217,33.0
3087,раҳ,217,33.0
3088,ахьшьцәа,217,33.0
3089,рдыруан,217,33.0
3090,аҭахын,217,33.0
3091,аҳәынаԥ,217,33.0
3092,машәыр,217,33.0
3093,ҿыцха,217,33.0
3094,рабацәа,217,33.0
3095,рбызшәа,217,33.0
3096,иасуан,216,32.9
3097,адәқәа,216,32.9
3098,ҳаиԥш,216,32.9
3099,ажурнал,216,32.9
3100,ҭамел,216,32.9
3101,ажәҵыс,216,32.9
3102,сиҭ,216,32.9
3103,ԥшьҟан,216,32.9
3104,ҳаа-ҳаа,216,32.9
3105,изҵаара,215,32.7
3106,аҵәҵәа,215,32.7
3107,иҟынӡа,215,32.7
3108,шәыԥсы,215,32.7
3109,хьрыԥс,215,32.7
3110,абаақәа,215,32.7
3111,уажәада,215,32.7
3112,амаҳә,215,32.7
3113,џьоукгьы,215,32.7
3114,сгәаҿы,215,32.7
3115,ҳауа,215,32.7
3116,агыгшәыг,215,32.7
3117,аамышьҭахь,215,32.7
3118,руеит,215,32.7
3119,иабыкәу,215,32.7
3120,ҿа,215,32.7
3121,сабацәа,214,32.6
3122,иҟама,214,32.6
3123,дахьынхоз,214,32.6
3124,иаҭаху,214,32.6
3125,иалагахьан,214,32.6
3126,ишакәым,214,32.6
3127,напхгара,214,32.6
3128,алымҳа,214,32.6
3129,иӷәӷәаны,214,32.6
3130,инаган,214,32.6
3131,изҿыз,214,32.6
3132,иҩызцәагьы,214,32.6
3133,анапхгара,214,32.6
3134,анхаҩ,214,32.6
3135,иуеит,214,32.6
3136,уны,214,32.6
3137,акомиссиа,214,32.6
3138,аҟәыд,214,32.6
3139,иқыҭа,214,32.6
3140,игәыла,214,32.6
3141,ашацәа,214,32.6
3142,иҭаны,213,32.4
3143,ауадақәа,213,32.4
3144,дақәтәаны,213,32.4
3145,сыхшыҩ,213,32.4
3146,иашьҭоу,213,32.4
3147,адамра,213,32.4
3148,ишдыру,213,32.4
3149,акаруаҭ,213,32.4
3150,ихан,213,32.4
3151,ҟаломызт,213,32.4
3152,аԥацха,213,32.4
3153,аҽнышьыбжьон,213,32.4
3154,дихәаԥшуан,213,32.4
3155,аӡиасқәа,213,32.4
3156,хәҩык,213,32.4
3157,ареволиуциа,213,32.4
3158,ԥшқа,213,32.4
3159,адау,213,32.4
3160,шьыжь,213,32.4
3161,аихамҩа,212,32.3
3162,ожәшьҭа,212,32.3
3163,ааигәа-сигәа,212,32.3
3164,уаҵәашьҭахь,212,32.3
3165,уиашоуп,212,32.3
3166,ҩбагьы,212,32.3
3167,исыман,212,32.3
3168,баала,212,32.3
3169,ахәшьара,212,32.3
3170,рышьҭа,212,32.3
3171,илымаз,212,32.3
3172,ачуан,212,32.3
3173,ихаан,212,32.3
3174,уҳәаратәы,212,32.3
3175,анатоли,212,32.3
3176,еҵәа,211,32.1
3177,адица,211,32.1
3178,рыцҳарак,211,32.1
3179,бааԥсы,211,32.1
3180,аҭыԥантәи,211,32.1
3181,аф,211,32.1
3182,ҽазны,211,32.1
3183,ԥсыс,211,32.1
3184,идунеи,211,32.1
3185,ауадаҩрақәа,211,32.1
3186,раԥхьаӡатәи,211,32.1
3187,коӷониа,211,32.1
3188,иҭахӡамызт,211,32.1
3189,рышьҭыбжь,211,32.1
3190,аҭаны,211,32.1
3191,алакҭа,211,32.1
3192,иганы,211,32.1
3193,сааҭ,211,32.1
3194,ихаҭыԥуаҩ,211,32.1
3195,алмахсиҭ,211,32.1
3196,џьон,211,32.1
3197,еизаз,210,32.0
3198,аҟырҟырҳәа,210,32.0
3199,ашықәсан,210,32.0
3200,аныҳәаҿа,210,32.0
3201,уашьҭа,210,32.0
3202,ажәҩангьы,210,32.0
3203,аиҩызара,210,32.0
3204,хыс,210,32.0
3205,ашьхарахь,210,32.0
3206,шәынтә,210,32.0
3207,аҳәыҳә,210,32.0
3208,уахьынтәи,210,32.0
3209,ех,210,32.0
3210,даацәажәан,210,32.0
3211,мыта,210,32.0
3212,сҳәар,209,31.8
3213,амҵ,209,31.8
3214,грышьа,209,31.8
3215,иакәӡам,209,31.8
3216,ҳәаак,209,31.8
3217,лымацара,209,31.8
3218,ахәа,209,31.8
3219,иашан,209,31.8
3220,лқьышә,209,31.8
3221,анкьатәи,209,31.8
3222,амҩала,209,31.8
3223,ҳабла,209,31.8
3224,дзызхәыцуаз,209,31.8
3225,амҳаџьырра,209,31.8
3226,аџьа,209,31.8
3227,ашьапаҿы,209,31.8
3228,ааԥхьара,209,31.8
3229,каршәны,209,31.8
3230,улахь,209,31.8
3231,дынхьаԥшит,209,31.8
3232,амыш,209,31.8
3233,заабеҭ,209,31.8
3234,аначальник,208,31.7
3235,аӡахәа,208,31.7
3236,аԥсҟы,208,31.7
3237,амуа,208,31.7
3238,апринц,208,31.7
3239,агәараҳәа,208,31.7
3240,сахьыҟоу,208,31.7
3241,уиоуп,208,31.7
3242,алу,208,31.7
3243,избоз,208,31.7
3244,аклуб,208,31.7
3245,ишеит,208,31.7
3246,ажәытәтәи,208,31.7
3247,дааныжьны,208,31.7
3248,ахәқәа,208,31.7
3249,ҳабыџь,208,31.7
3250,амзаҿа,208,31.7
3251,анцәагьы,208,31.7
3252,назиа,208,31.7
3253,дарбанзаалак,207,31.5
3254,ихы-игәы,207,31.5
3255,џьара-џьара,207,31.5
3256,саннеи,207,31.5
3257,иақәшәаз,207,31.5
3258,аӡиа,207,31.5
3259,аҭыԥаҿ,207,31.5
3260,угыл,207,31.5
3261,џыр,207,31.5
3262,чара,207,31.5
3263,иааны,207,31.5
3264,ахәыҷ,206,31.4
3265,дахьааиз,206,31.4
3266,ажәқәа,206,31.4
3267,џьушьап,206,31.4
3268,сцароуп,206,31.4
3269,ҭоуба,206,31.4
3270,лылаӷырӡ,206,31.4
3271,нана,206,31.4
3272,асҟак,206,31.4
3273,акәша-мыкәша,206,31.4
3274,хҭыск,206,31.4
3275,сыԥсыр,206,31.4
3276,мариала,206,31.4
3277,иҳәатәы,206,31.4
3278,акәызма,205,31.2
3279,ахҩыкгьы,205,31.2
3280,алацәажәара,205,31.2
3281,ааӡара,205,31.2
3282,ҩба-хԥа,205,31.2
3283,иааигәаны,205,31.2
3284,днадгылеит,205,31.2
3285,шәаабеит,205,31.2
3286,аҳәаха,205,31.2
3287,далагон,205,31.2
3288,ихьшәашәаӡа,205,31.2
3289,аҽазыҟаҵара,205,31.2
3290,еиҵыхны,205,31.2
3291,сымала,205,31.2
3292,нарџьхьоу,205,31.2
3293,иҟоугьы,204,31.1
3294,имҳәеит,204,31.1
3295,ҭынчроуп,204,31.1
3296,иаԥсоуп,204,31.1
3297,аԥслымӡ,204,31.1
3298,ҭаҳмадак,204,31.1
3299,ракәӡам,204,31.1
3300,рацәаҩуп,204,31.1
3301,аҟароуп,204,31.1
3302,иҟаиҵо,204,31.1
3303,лхәыҷы,204,31.1
3304,али-ԥси,204,31.1
3305,изкны,204,31.1
3306,ихәыҷқәа,204,31.1
3307,аџьар,204,31.1
3308,лыԥшәма,204,31.1
3309,камаҷыҷ,204,31.1
3310,дабаҟаз,203,30.9
3311,лҿаалхеит,203,30.9
3312,адәҳәыԥш,203,30.9
3313,сажәеинраала,203,30.9
3314,идгьыл,203,30.9
3315,ҳтәы,203,30.9
3316,аҟама,203,30.9
3317,аимператор,203,30.9
3318,ӷәӷәоуп,203,30.9
3319,иавтомат,203,30.9
3320,ихәыцра,203,30.9
3321,рылахь,203,30.9
3322,дызбеит,203,30.9
3323,рацәаҩны,203,30.9
3324,ҳҭоурых,203,30.9
3325,исымам,203,30.9
3326,аҭыԥан,203,30.9
3327,усҭоит,203,30.9
3328,аԥаҩ,203,30.9
3329,игәырӷьаҵәа,203,30.9
3330,гәдоуҭаҟа,203,30.9
3331,леуан,203,30.9
3332,наала,203,30.9
3333,қьаламаҭ,203,30.9
3334,ззырҳәо,202,30.8
3335,дызусҭоу,202,30.8
3336,ҟамло,202,30.8
3337,ашьаҭа,202,30.8
3338,аповест,202,30.8
3339,лашьца,202,30.8
3340,аҳамҭақәа,202,30.8
3341,афырҳәа,202,30.8
3342,сҭахымызт,202,30.8
3343,пушкин,202,30.8
3344,мацарагьы,202,30.8
3345,ирбоит,202,30.8
3346,ирызкны,202,30.8
3347,сылашара,202,30.8
3348,алҩаҵә,202,30.8
3349,иалхны,202,30.8
3350,аԥеи,202,30.8
3351,кьахьыр,202,30.8
3352,саҭамзааит,201,30.6
3353,лҭаца,201,30.6
3354,асыԥса,201,30.6
3355,аиԥылара,201,30.6
3356,сыԥшәма,201,30.6
3357,авокзал,201,30.6
3358,акаҳуа,201,30.6
3359,ахьыҟам,201,30.6
3360,иалсит,201,30.6
3361,реизыҟазаашьа,201,30.6
3362,аполитикатә,201,30.6
3363,дызбоит,201,30.6
3364,рыдгьыл,201,30.6
3365,ииасхьоу,201,30.6
3366,иԥсахы,201,30.6
3367,асҭан,201,30.6
3368,александр,201,30.6
3369,дҵаауан,200,30.5
3370,ашьхара,200,30.5
3371,ихьӡала,200,30.5
3372,иҩуан,200,30.5
3373,аҳәаақәа,200,30.5
3374,аҭахума,200,30.5
3375,иашәа,200,30.5
3376,шәаала,200,30.5
3377,еицәажәон,200,30.5
3378,инатәеит,200,30.5
3379,амаалықь,200,30.5
3380,иааира,200,30.5
3381,ақыҭауаа,200,30.5
3382,дааганы,200,30.5
3383,дыцәеит,200,30.5
3384,лхәыҷқәа,200,30.5
3385,лыхны,200,30.5
3386,иахьеи,200,30.5
3387,ужәлар,200,30.5
3388,ҭарҟан,200,30.5
3389,абыржәоуп,199,30.3
3390,ааҩуеит,199,30.3
3391,саауан,199,30.3
3392,диит,199,30.3
3393,иааӡаз,199,30.3
3394,иааргаз,199,30.3
3395,даақәгылеит,199,30.3
3396,иҟалар,199,30.3
3397,игәашә,199,30.3
3398,уигь,199,30.3
3399,ицахьан,199,30.3
3400,аформа,199,30.3
3401,иҷкәынцәа,199,30.3
3402,руит,199,30.3
3403,иуадаҩуп,199,30.3
3404,амреи,199,30.3
3405,сҭыԥ,199,30.3
3406,тариал,199,30.3
3407,дариа,199,30.3
3408,шәымшәан,198,30.1
3409,иасуеит,198,30.1
3410,атәылақәа,198,30.1
3411,енагь,198,30.1
3412,алахь,198,30.1
3413,жәаҩык,198,30.1
3414,саҳ,198,30.1
3415,иубома,198,30.1
3416,амилаҭқәа,198,30.1
3417,насыԥла,198,30.1
3418,хыҵны,198,30.1
3419,ззырҳәоз,198,30.1
3420,усшәа,198,30.1
3421,дреиуан,198,30.1
3422,егры,198,30.1
3423,улахьынҵа,198,30.1
3424,уасил,198,30.1
3425,егьирахь,197,30.0
3426,аԥыжәара,197,30.0
3427,раԥхьаҟа,197,30.0
3428,дицны,197,30.0
3429,иаҵәара,197,30.0
3430,ашьаԥа,197,30.0
3431,ибҳәо,197,30.0
3432,уахагьы,197,30.0
3433,қәрала,197,30.0
3434,анырра,197,30.0
3435,илҳәо,197,30.0
3436,ҳашьхақәа,197,30.0
3437,атрышә,197,30.0
3438,арахәыц,197,30.0
3439,ахәылԥазы,197,30.0
3440,аусзуҩцәа,197,30.0
3441,аменшевикцәа,197,30.0
3442,агыруа,197,30.0
3443,ҵәыцак,197,30.0
3444,аԥышәарақәа,197,30.0
3445,ахәҭа,197,30.0
3446,ианду,197,30.0
3447,аӡқәа,197,30.0
3448,абаандаҩы,197,30.0
3449,иаҟара,196,29.8
3450,инеихьан,196,29.8
3451,хәа,196,29.8
3452,иаамҭоуп,196,29.8
3453,уадаҩын,196,29.8
3454,ахи,196,29.8
3455,сгәалашәом,196,29.8
3456,зегьакоуп,196,29.8
3457,агәаӷьра,196,29.8
3458,аҵкысгьы,196,29.8
3459,зтәу,196,29.8
3460,илеиуаз,196,29.8
3461,рхаҭақәа,196,29.8
3462,изакәи,196,29.8
3463,лыԥсҭазаара,196,29.8
3464,гәыраз,196,29.8
3465,дыҟазма,196,29.8
3466,апрезидент,196,29.8
3467,адиван,195,29.7
3468,аҩн,195,29.7
3469,иааҩуан,195,29.7
3470,уҩыза,195,29.7
3471,ииулак,195,29.7
3472,иаҳҳәозар,195,29.7
3473,аҭәа,195,29.7
3474,абжьқәа,195,29.7
3475,ҳгәылацәа,195,29.7
3476,иҟасҵаз,195,29.7
3477,аполитика,195,29.7
3478,аҟынгьы,195,29.7
3479,ҭыԥҳа,195,29.7
3480,санааи,195,29.7
3481,асра,195,29.7
3482,илахьынҵа,195,29.7
3483,икуп,195,29.7
3484,игәгьы,195,29.7
3485,аҟәша,195,29.7
3486,изакәу,195,29.7
3487,иааргеит,194,29.5
3488,аинтерес,194,29.5
3489,еиԥшын,194,29.5
3490,дрыхәаԥшуан,194,29.5
3491,арс,194,29.5
3492,иасуа,194,29.5
3493,усқәак,194,29.5
3494,иуасҳәоит,194,29.5
3495,акәымкәан,194,29.5
3496,агәылшьап,194,29.5
3497,бхаҵкы,194,29.5
3498,хәыхәыт,194,29.5
3499,уажәнатә,193,29.4
3500,еиқәара,193,29.4
3501,ршьапқәа,193,29.4
3502,еиқәын,193,29.4
3503,амҩаԥгара,193,29.4
3504,уаҩытәыҩса,193,29.4
3505,сыԥшуп,193,29.4
3506,сзыҳәа,193,29.4
3507,аҵәцақәа,193,29.4
3508,ҳаҭ,193,29.4
3509,саҭанеи,193,29.4
3510,асҭаршын,193,29.4
3511,константин,193,29.4
3512,нури,193,29.4
3513,аҽцәа,192,29.2
3514,ҳәашьа,192,29.2
3515,иахьгылаз,192,29.2
3516,амаҭәа,192,29.2
3517,ҭыҵны,192,29.2
3518,салоуп,192,29.2
3519,еилыскаауеит,192,29.2
3520,иҟаларын,192,29.2
3521,напыла,192,29.2
3522,илыман,192,29.2
3523,зегьынџьара,192,29.2
3524,иҩуеит,192,29.2
3525,ишцоз,192,29.2
3526,адгьылқәа,192,29.2
3527,ашәаҳәара,192,29.2
3528,хаз,192,29.2
3529,ишиҳәара,192,29.2
3530,дганы,192,29.2
3531,аҳмаҭ,192,29.2
3532,ԥашьа,192,29.2
3533,ауниверситет,192,29.2
3534,аҩнынӡа,191,29.1
3535,ицәгьоуп,191,29.1
3536,сыздырӡом,191,29.1
3537,арԥыск,191,29.1
3538,дсазҵааит,191,29.1
3539,арымӡ,191,29.1
3540,шәзы,191,29.1
3541,иԥҳәысгьы,191,29.1
3542,асахьаркыратә,191,29.1
3543,дамшә,191,29.1
3544,цашьа,191,29.1
3545,зҭахыз,191,29.1
3546,уаауп,191,29.1
3547,аҷҷаҳәа,191,29.1
3548,иумаз,191,29.1
3549,ҳаицәажәара,191,29.1
3550,ҭакәажәык,191,29.1
3551,ԥсык,191,29.1
3552,ҟасҭеи,191,29.1
3553,ишԥыкәу,191,29.1
3554,ауаса,190,28.9
3555,ауаҩи,190,28.9
3556,быблақәа,190,28.9
3557,схәыҷы,190,28.9
3558,ахәрақәа,190,28.9
3559,улымҳа,190,28.9
3560,сиазҵааит,190,28.9
3561,еиҵбы,190,28.9
3562,дныҩналан,190,28.9
3563,дызлаз,190,28.9
3564,акапитан,190,28.9
3565,аҵарауаҩ,190,28.9
3566,аанарго,190,28.9
3567,ашьацра,190,28.9
3568,витали,190,28.9
3569,иҟалом,189,28.8
3570,амаӡамкәа,189,28.8
3571,иаҳауеит,189,28.8
3572,днахәаԥшит,189,28.8
3573,аҩымҭақәа,189,28.8
3574,игәаҵа,189,28.8
3575,нагӡара,189,28.8
3576,рҭагылазаашьа,189,28.8
3577,иқәгылоуп,189,28.8
3578,кьыршьал,189,28.8
3579,шәнапы,189,28.8
3580,ҽак,189,28.8
3581,ақалақьқәа,189,28.8
3582,дибеит,189,28.8
3583,аԥсшәақәа,189,28.8
3584,дааргеит,189,28.8
3585,сгәыӷрақәа,189,28.8
3586,игәыԥ,189,28.8
3587,сқыҭа,189,28.8
3588,издыруадаз,189,28.8
3589,руаӡә,189,28.8
3590,қьеҭо,189,28.8
3591,уахьынтә,188,28.6
3592,ақыҭаҿ,188,28.6
3593,дашьҭоуп,188,28.6
3594,лахьынҵас,188,28.6
3595,еицҿакны,188,28.6
3596,иҟарҵеит,188,28.6
3597,зшьапы,188,28.6
3598,ҵуан,188,28.6
3599,иқәгылоу,188,28.6
3600,ҵоуп,188,28.6
3601,дынхеит,188,28.6
3602,арадио,188,28.6
3603,иахылҵыз,188,28.6
3604,жәабаҟа,188,28.6
3605,рыԥсқәа,188,28.6
3606,асқьала,188,28.6
3607,абзиарақәа,188,28.6
3608,аныҟәцаҩ,188,28.6
3609,ҟаиҵоит,188,28.6
3610,бӷьыцк,188,28.6
3611,атеатр,188,28.6
3612,гәыӷра,188,28.6
3613,еидкыланы,188,28.6
3614,алдыз,188,28.6
3615,рыхҩыкгьы,187,28.5
3616,нхара,187,28.5
3617,иҟнытә,187,28.5
3618,наган,187,28.5
3619,хьымкәараса,187,28.5
3620,зқьы,187,28.5
3621,мариам,187,28.5
3622,иҟамчы,187,28.5
3623,зхыҵуаз,187,28.5
3624,ианҵаны,187,28.5
3625,реиҳараҩык,187,28.5
3626,ҵара,187,28.5
3627,рааигәара,187,28.5
3628,схьаақәа,187,28.5
3629,ԥжәаны,187,28.5
3630,аҟәантәи,187,28.5
3631,мкыд,187,28.5
3632,есымшагьы,187,28.5
3633,сагоит,187,28.5
3634,есуаха,187,28.5
3635,хәҷы,187,28.5
3636,атәара,187,28.5
3637,иақәшәеит,187,28.5
3638,иаҵоу,186,28.3
3639,культура,186,28.3
3640,аиҳарак,186,28.3
3641,нхаҩык,186,28.3
3642,шьала,186,28.3
3643,аласба,186,28.3
3644,атапанча,186,28.3
3645,иааигеит,186,28.3
3646,ҳхәы,186,28.3
3647,ҳамч,186,28.3
3648,сшәаны,186,28.3
3649,асолдаҭ,186,28.3
3650,ицәажәоит,186,28.3
3651,цәгьак,186,28.3
3652,аҿа,186,28.3
3653,цәгьамызт,186,28.3
3654,сымҳәеи,186,28.3
3655,агәашәқәа,186,28.3
3656,апрокурор,186,28.3
3657,ихынҳәит,186,28.3
3658,игәҭакы,186,28.3
3659,еиҳаны,186,28.3
3660,ааирҵысит,186,28.3
3661,ӡы,185,28.2
3662,хыхьынтә,185,28.2
3663,аҵыхәтәа,185,28.2
3664,ихгьы,185,28.2
